
Lamp,probably Inuvialuit Inupiaq (Mackenzie Delta Eskimo) (attributed)  ,Coiled/hand built,Furnishings (Home),Mackenzie River; Northwest Territories; Canada,"Collection history unknown; purchased by MAI in 1938 from Ye Olde Curiosity Shop (Seattle, Washington), which was owned and operated by James E. Standley (1854-1940), possibly using funds donated by Dr. Ralph C. Williams (1876-1940, an orthopedic surgeon in Brooklyn, New York)."
Bowl/Dish,Alaskan Eskimo  ,Painted,Containers and Vessels,Alaska; USA,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) in 1909; purchased by George Heye from W.O. Oldman in 1910."
Snow knife,Sallirmiut Inuit (Sagdlimiut Eskimo)  ,Perforated,Tools and Equipment (General),Southampton Bay; Southampton Island; Kivalliq Region (Keewatin); Nunavut; Canada,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1914; purchased by George Heye from W.O. Oldman in 1915."
Head,Inuit [Pangnirtung]  ,Steatite/soapstone,Sculpture/Carving/Figures,"Qikiqtarjuaq (Broughton Island); Qikiqtaaluk Region (Qitirmiut, Baffin); Nunavut; Canada","Purchased by Inuit art collectors Bert Witt (Mervin Herbert Witt, 1916-2013) and his wife Ellen Hays Witt (1917-2007) from the Canadian Arctic Producers Co-operative Ltd. (Mississauga, Ontario) in 1975; donated to NMAI by Bert and Ellen Witt in 2001."
title,culture/people,media/materials,object type,place,collection history
Parfleche trunk,Kikapu (Mexican Kickapoo)  ,Painted,Containers and Vessels,Coahuila State; Mexico,"Collected from Mrs. Mack Johnson (Kikapu) or Ina' ci' kna (Kikapu) in 1910 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member), assisted by Chief William M. Skye (Peoria, 1868-1923) and expedition interpreter Leo Walker (Sac and Fox), during fieldwork sponsored by George Heye."
Moccasins,probably Kickapoo [Oklahoma] (attributed); collected from the Iowa  ,Sewn,Clothing/Garments: Footwear,Oklahoma; USA,"Collected from Frank Kent (Iowa) in 1910 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member), assisted by Chief William M. Skye (Peoria, 1868-1923) and expedition interpreter Leo Walker (Sac and Fox), during fieldwork sponsored by George Heye."
Flute,Wichita  ,Carved,Music and Sound,Oklahoma; USA,"Collected from Stanley Punley (Wichita) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Bow and arrow,Wichita  ,Carved,Hunting/Fishing/Warfare,Oklahoma; USA,"Collected from Stanley Punley (Wichita) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Rattle,Wichita  ,Stitched,Music and Sound,Oklahoma; USA,"Collected from Stanley Punley (Wichita) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Hide scraper handle,Wichita  ,Carved,Hide working tools,Oklahoma; USA,"Collected from Old Lady Ross (Wichita) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Robe (Image withheld),Wichita  ,Painted,Ceremonial/Ritual items,Oklahoma; USA,"Collected from Old Lady Ross (Wichita) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Cupping horn,Kiowa  ,Cut,Ceremonial/Ritual items: Doctor's items,Oklahoma; USA,"Items in this set were collected from several Kiowa individuals (Ta-bi, Ma'-ko, Dais'-tcu-L, Tu'n-'be-ya-te) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Roach,Wichita  ,"Dyed, wrapped",Clothing/Garments: Headwear and Headdresses,Oklahoma; USA,"Formerly owned by Stanley Punley (Kiowa); purchased by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) in 1909 from the Oklahoma Indian Store (Anadarko, Oklahoma), operated by Jake Tingley (1880-1965), during fieldwork sponsored by George Heye."
Paint with container,Wichita  ,Cut,Art and Printing tools,Oklahoma; USA,"Collected from Stanley Punley (Wichita) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Cradleboard,Kiowa  ,"Sewn, overlay beadwork, painted, studded, laced",Transportation Items: Baby carriers,Oklahoma; USA,"Formerly owned by Harry Hauvakt (Kiowa); purchased by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) in 1909 from a pawn shop operated by Samuel S. Arn (1855-1936) in Anadarko, Oklahoma, during fieldwork sponsored by George Heye."
Awl,Kiowa  ,Carved,Tools and Equipment (General),Oklahoma; USA,"Collected from Kiowa Mary (Kiowa) or A-bi'n-a-te (Kiowa) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Cup,Niuam (Comanche)  ,Carved,Food/Beverage Serving,Oklahoma; USA,"Collected from Pa-ka' (Niuam) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Moccasins,Wichita  ,Lazy/lane stitch beadwork,Clothing/Garments: Footwear,Oklahoma; USA,"Collected from Old Lady Ross (Wichita) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Meat pick/fork,Sac and Fox (Sauk & Fox)  ,Carved,Food/Beverage Serving,Oklahoma; USA,"Collected from Hugh Wakolee (Sac and Fox) in 1910 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member), assisted by Chief William M. Skye (Peoria, 1868-1923), during fieldwork sponsored by George Heye."
Sash/Belt,Sac and Fox (Sauk & Fox)  ,"Loom beadwork, fringed",Clothing/Garments: Accessories,Oklahoma; USA,"Collected from Benjamin Harrison (Sac and Fox) in 1910 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member), assisted by Chief William M. Skye (Peoria, 1868-1923) and expedition interpreter Leo Walker (Sac and Fox), during fieldwork sponsored by George Heye."
Moccasins,Plains Apache (Kiowa Apache)  ,"Stitched, painted, lazy/lane stitch beadwork , fringed",Clothing/Garments: Footwear,Oklahoma; USA,"Collected from R. W. Dunlap (Caddo) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Knife sheath,Niuam (Comanche)  ,"Bead-wrapped , lazy/lane stitch beadwork",Personal items,Oklahoma; USA,"Collected from Chief Mam-sook-a-wat (Niuam) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Mortar,Kickapoo [Oklahoma]  ,Aboriginally repaired,Food Gathering and Preparation,Oklahoma; USA,"Collected from Wa Ka Ta No Kwe (Oklahoma Kickapoo) by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) in 1909 during fieldwork sponsored by George Heye."
Pestle,Kickapoo [Oklahoma]  ,Carved,Food Gathering and Preparation,Oklahoma; USA,"Collected from Wa Ka Ta No Kwe (Oklahoma Kickapoo) by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) in 1909 during fieldwork sponsored by George Heye."
title,culture/people,media/materials,object type,place,collection history
Rattle,Kaibab Paiute  ,Strung,Music and Sound,Arizona; USA,"Collected by artist, topographer, and author Frederick S. Dellenbaugh (1854-1935) at an unknown date; presented by Frederick Dellenbaugh to George Heye circa 1911."
Strip/band,probably Weminuche Ute (attributed)  ,Gourd stitch/Brick stitch/Netted beadwork,Adornment/Jewelry,Navajo Springs; Ute Mountain Ute Reservation; Montezuma County; Colorado; USA,Collected by George Hubbard Pepper (1873-1924) at an unknown date; acquired by George Heye circa 1911.
Seed beater,Kaibab Paiute  ,Twined,Food Gathering and Preparation,Arizona; USA,"Collected by Almon Harris Thompson (1839-1906) in 1875 during a trip to retrace the route of the 1871-1872 Colorado River expedition led by Major John Wesley Powell (1834-1902); given or transferred by A.H. Thompson to artist, topographer, and author Frederick S. Dellenbaugh (1854-1935) at an unknown date; presented by Frederick Dellenbaugh to George Heye circa 1911."
Knife,Kaibab Paiute  ,Carved,Tools and Equipment (General),Northwestern Arizona; Arizona; USA,"Collected by artist, topographer, and author Frederick S. Dellenbaugh (1854-1935) in 1875 during a trip to retrace the route of the 1871-1872 Colorado River expedition led by Major John Wesley Powell (1834-1902); presented by Frederick Dellenbaugh to George Heye circa 1911."
Cup/Mug,Shoshone  ,"Incised, painted",Food/Beverage Serving,Great Basin region; USA (inferred),"Collection history unknown; purchased by MAI from Stamford, Connecticut, antique dealers Rockwell Gardiner (1911-1986) and his wife Avis Gardiner (1907-1998) in 1954."
Basket bowl,Kaibab Paiute  ,Coiled,Containers and Vessels,Northwestern Arizona; Arizona; USA,"Collected by artist, topographer, and author Frederick S. Dellenbaugh (1854-1935) in 1874; presented by Frederick Dellenbaugh to George Heye circa 1911."
Moccasins,probably Ute (attributed)  ,"Sewn, appliquéd, lazy/lane stitch beadwork, painted",Clothing/Garments: Footwear,Colorado or Utah; USA (inferred),"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1910; purchased by George Heye from W.O. Oldman in 1911."
Tobacco bag,probably Ute (attributed)  ,"Lazy/lane stitch beadwork , painted",Pipes and Smoking,Colorado or Utah; USA (inferred),"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1910; purchased by George Heye from W.O. Oldman in 1911."
Belt bag,probably Ute (attributed)  ,"Lazy/lane stitch beadwork, stitched",Bags/Pouches (and parts),Colorado or Utah; USA (inferred),"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1910; purchased by George Heye from W.O. Oldman in 1911."
Man's coat/jacket,Ute  ,Sewn,Clothing/Garments,Colorado or Utah; USA (inferred),"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) in 1916; purchased by MAI from W.O. Oldman in 1916 using funds donated by Thea (Mrs. George) Heye."
Bowl,probably Sheep Eater Shoshone (archaeological) (attributed)  ,Carved,Containers and Vessels,Near south fork of Shoshone River; Greybull River; Park County; Wyoming; USA,"Collection history unknown; formerly in the collection of Marion Eppley (1883-1960, a US Navy captain during World Wars I and II and founder of the Eppley Laboratory of Newport, Rhode Island, makers of precision scientific instruments); acquired by MAI through an exchange with Marion Eppley in 1933."
Basket (No image available),Nuwuvi (Southern Paiute)  ,Coiled,Ceremonial/Ritual items,"Taos Pueblo, Taos Reservation; Taos County; New Mexico; USA","Collection history unknown, but said to have been collected in 196; acquired by Mrs. A. Lantz (of Mamaroneck, New York) in Taos, New Mexico, circa 1920; donated to MAI by Mrs. Lantz in 1963."
Basket (No image available),Chemehuevi  ,Twined,Containers and Vessels,Southern California; California; USA (inferred),"Collection history unknown; formerly in the collection of Margaret Olivia Slocum Sage (1828-1918, widow of New York City financier Russell Sage); donated to MAI by Mrs. Sage in 1916."
Gauntlet gloves (No image available),Kaibab Paiute  ,"Sewn, overlay beadwork",Clothing/Garments: Handwear,"Kaibab Paiute Reservation; Coconino County, Mohave County; Arizona; USA","Collected or purchased from local residents in 1920 during the T. Coleman du Pont Utah and Arizona Expedition, led by Jesse L. Nusbaum (1887-1975, MAI staff member) and funded by T. Coleman du Pont (1863-1930, a businessman and U.S. senator from Delaware)."
Saddle ornament (No image available),Northern Shoshone  ,"Sewn, overlay beadwork, lazy/lane stitch beadwork",Animal Tack and Animal Husbandry,"Fort Hall Reservation; Bannock County, Bingham County, Caribou County, Power County; Idaho; USA","Collection history unknown; purchased by anthropologist William (Willem) Wildschut (1883-1955) in 1924 from the Cook Drug Store and Indian Curio Shop (Pocatello, Idaho) during fieldwork sponsored by MAI."
Seed beater (No image available),Northern Paiute (Paviotso)  ,"Twined, wrapped",Food Gathering and Preparation,Klamath Reservation; Klamath County; Oregon; USA,"Collected in 1929 by Edward H. Davis (1862-1951, a rancher and field collector for MAI), probably from Maggie Davis (Northern Paiute), during MAI-sponsored fieldwork."
Powder horn and ammunition/cap bag (No image available),Ute  ,"Sewn, cut, carved, lazy/lane stitch beadwork",Firearms and accessories,Colorado; USA,"Said to have been collected by Major John Wesley W. Powell (1834-1902, head of the US Geological Survey and the Smithsonian's Bureau of Ethnology), possibly during the 1870s; part of the collections of the Mattatuck Museum (Waterbury, Connecticut) until 1967 when it was donated to MAI by the Mattatuck Museum."
